ACC_NAME_TH,ACC_NAME_EN,ACCOM_TYPE_NAME,ACC_ROOM,ACC_HILIGHT,ACC_HIGH_RATE,ACC_LOW_RATE,ACC_ROAD,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ACC_LOCATION,Latitude,Longitude,ACC_STANDARD,ACC_LOCATION_1
อเวย์ เชียงใหม่ ท่าแพ รีสอร์ท,Away Chiang Mai Thapae Resort,รีสอร์ท,39,,4000,2200,คชสาร,ภาคเหนือ,ช้างม่อย,เมืองเชียงใหม่,เชียงใหม่,"18.7862753, 98.9950272",18.7862753,98.9950272,,"18.7862753, 98.9950272"
สวิสโซเทล เลอ คองคอร์ด,"Swissotel Le Concorde, Bangkok",โรงแรม,407,,120000,3435,รัชดาภิเษก,ภาคกลาง,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,"13.7765139, 100.574198",13.7764951,100.5741519,5,"13.7765139, 100.574198"
กิมเจ็กซิน 2,,โรงแรม,60,,350,250,พิทักษ์พนมเขต,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,"16.5388898, 104.7212752",16.5387685,104.721243,2,"16.5388898, 104.7212752"
คำศรีทองไชย,Kham Sri Thong Chai,โรงแรม,70,,400,350,สมุทรศักดารักษ์,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,"16.5468896, 104.7296386",16.5467469,104.7299202,6,"16.5468896, 104.7296386"
บ้านริมสวน,baanrimsuan,โรงแรม,34,,450,350,มุกดาหาร ดอนตาล,ภาคตะวันออกเฉียงเหนือ,ศรีบุญเรือง,เมืองมุกดาหาร,มุกดาหาร,"16.5370603, 104.7307758",16.536994,104.7307619,6,"16.5370603, 104.7307758"
เกตวา สไตล์ลิช โฮเทล,Ketawa Stylish Hotel,โรงแรม,13,,1990,1800,บำรุงราษฎร์,ภาคเหนือ,วัดเกต,เมืองเชียงใหม่,เชียงใหม่,"18.7905789, 99.0049897",18.7907304,99.0049558,,"18.7905789, 99.0049897"
ฆ้องคอร์ท,Khong Court,เกสท์เฮ้าส์,15,,500,350,กำแพงดิน,ภาคเหนือ,ช้างม่อย,เมืองเชียงใหม่,เชียงใหม่,"18.7855629, 98.9985545",18.7855629,98.9985545,,"18.7855629, 98.9985545"
คิมเฮ้าส์ เกสท์เฮ้าส์,Kimhouse Guesthouse,เกสท์เฮ้าส์,13,,650,450,เจริญประเทศ,ภาคเหนือ,ช้างม่อย,เมืองเชียงใหม่,เชียงใหม่,"18.7845476, 99.00283069999999",18.7843517,99.002846,,"18.7845476, 99.00283069999999"
คริสตี้เฮ้าส์,Kristi House,เกสท์เฮ้าส์,25,,2000,600,ราชดำเนิน,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7896361, 98.9913594",18.7896487,98.9914408,,"18.7896361, 98.9913594"
คลับวันเซเว่น,Club One Seven,เกสท์เฮ้าส์,11,,3500,1800,เจริญประเทศ,ภาคเหนือ,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,"18.7674267, 99.0018606",18.7674267,99.0018606,,"18.7674267, 99.0018606"
แกรนด์,GRAND HOTEL,โรงแรม,45,,280,120,ศรีเทพ,ภาคตะวันออกเฉียงเหนือ,ในเมือง,เมืองนครพนม,นครพนม,"17.426368, 104.765586",17.4261214,104.7655647,2,"17.426368, 104.765586"
เบส เวสเทิร์น ภูเก็ต โอเชียน รีสอร์ท,Best Western Phuket Oean Resort,รีสอร์ท,78,,2500,1200,ปฏัก,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.851623000000002, 98.295065",7.851623,98.295065,6,"7.851623000000002, 98.295065"
ในทอนบุรี บีช รีสอร์ท ภูเก็ต,,รีสอร์ท,79,,16500,3500,,ภาคใต้,สาคู,ถลาง,ภูเก็ต,"8.060725999999999, 98.27854889999999",8.0603391,98.2787551,6,"8.060725999999999, 98.27854889999999"
ทินิดี กอล์ฟ รีสอร์ท แอท ภูเก็ต,Tinidee Golf Resort at Phuket,รีสอร์ท,47,,4300,2800,วิชิตสงคราม,ภาคใต้,กะทู้,กะทู้,ภูเก็ต,"7.922141299999999, 98.33737509999999",7.9220791,98.3373448,6,"7.922141299999999, 98.33737509999999"
ชายน้ำ รีสอร์ท,Chainam Resort,โมเต็ล,12,,500,500,,ภาคกลาง,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,"14.0606849, 99.4823653",14.0605306,99.4820635,6,"14.0606849, 99.4823653"
ดิ เอม ป่าตอง,(The AIM Patong Hotel),โรงแรม,72,,9000,7850,ผังเมืองสาย ก,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.891795999999998, 98.301563",7.891786,98.3015274,6,"7.891795999999998, 98.301563"
เคทู ลิฟวิ่ง,K2 Living Hotel,โรงแรม,36,,600,450,ย่านศิลาอาสน์,ภาคเหนือ,ท่าอิฐ,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.6380762, 100.097681",17.6387694,100.0977187,6,"17.6380762, 100.097681"
ต้นส้ม เรสซิเดนซ์,Tonsom Residence,โรงแรม,13,,450,450,ศรีอุตรานอก,ภาคเหนือ,ท่าอิฐ,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.62475, 100.086369",17.6246936,100.086987,6,"17.62475, 100.086369"
ฝนท๊อป เพลส,,อพาร์ทเมนท์/แมนชั่น,20,,400,400,,ภาคเหนือ,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.6377134, 100.0848211",17.637643,100.0848853,6,"17.6377134, 100.0848211"
พาราไดซ์,,โรงแรม,50,,350,350,,ภาคเหนือ,ท่าอิฐ,เมืองอุตรดิตถ์,อุตรดิตถ์,"13.9400106, 100.3667484",13.9404213,100.3657006,6,"13.9400106, 100.3667484"
เลอพิมาน รีสอร์ท,Le Piman Resort,รีสอร์ท,19,,2500,1300,,ภาคใต้,ราไวย์,เมืองภูเก็ต,ภูเก็ต,"7.790674500000001, 98.3301899",7.790681,98.3301625,6,"7.790674500000001, 98.3301899"
เพิร์ล โฮเต็ล ภูเก็ต,"Pearl Hotel, Phuket",โรงแรม,212,,1900,1200,มนตรี,ภาคใต้,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,"7.8821954, 98.3924053",7.882244,98.3923759,6,"7.8821954, 98.3924053"
ชิโนเทล,(Chinotel),โรงแรม,24,,2000,500,ระนอง,ภาคใต้,ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต,"7.883220999999999, 98.3856326",7.883221,98.3856326,6,"7.883220999999999, 98.3856326"
ดาวน์ทาวน์ อินน์,Downtown Inn Hotel,โมเต็ล,24,,650,400,,ภาคใต้,ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต,"7.884377599999999, 98.38649579999999",7.884519,98.386358,6,"7.884377599999999, 98.38649579999999"
จันทร์เจ้าโฮเทล,Janjao Hotel,โรงแรม,56,,890,500,โพนพิสัย,ภาคตะวันออกเฉียงเหนือ,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,"17.4238188, 102.8046033",17.423838,102.8045987,,"17.4238188, 102.8046033"
เคย์โฮเทลอุดรธานี,CLAY HOTEL UDONTHANI,โรงแรม,48,,1250,850,อธิบดี,ภาคตะวันออกเฉียงเหนือ,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,"17.4127563, 102.7918347",17.4127563,102.7918347,,"17.4127563, 102.7918347"
กอด เชียงใหม่,GordChiangmai,โรงแรม,14,,2690,1290,ราชมรรคา,ภาคเหนือ,พระสิงห์,เมืองเชียงใหม่,เชียงใหม่,"18.7834185, 98.98527899999999",18.7834185,98.985279,6,"18.7834185, 98.98527899999999"
ภูรีฮัท เกาะพยาม,Phuree Hut Resort,รีสอร์ท,7,,900,700,,ภาคใต้,เกาะพยาม,เมืองระนอง,ระนอง,"9.7363527, 98.40511869999999",9.7364054,98.4050993,,"9.7363527, 98.40511869999999"
ไอสบาย แอท จอมสวรรค์ โฮสเทล แพร่,i Sabai at JomSwan Hostel Phrae,อื่นๆ,3,,400,400,ยันตรกิจโกศล,ภาคเหนือ,ทุ่งกวาว,เมืองแพร่,แพร่,"18.1503596, 100.1498668",18.1504222,100.1500076,,"18.1503596, 100.1498668"
บ้านธาราสปา,Tara Spa,รีสอร์ท,9,,1500,900,,ภาคกลาง,หนองกลางนา,เมืองราชบุรี,ราชบุรี,"13.5986939, 99.79507009999999",13.5990059,99.7947323,,"13.5986939, 99.79507009999999"
บ้านอันดามัน,Baan Andaman,โรงแรม,24,,2800,990,พระบารมี,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.9062365, 98.3069458",7.9062365,98.3069458,6,"7.9062365, 98.3069458"
เคเอสบี โฮมสเตย์,KSB Homestay,โฮมสเตย์/เรือนพักแรม,19,,2000,300,บำราศนราดูร,ภาคตะวันออก,พลวง,เขาคิชฌกูฏ,จันทบุรี,"12.7909454, 102.093275",12.7909454,102.093275,,"12.7909454, 102.093275"
เดอะ แฮชเชอรี่ รีสอร์ท,The Hatchery Resort   Food,รีสอร์ท,6,,3000,1000,,ภาคกลาง,เขาน้อย,ท่าม่วง,กาญจนบุรี,"13.95958290239341, 99.58891796986114",13.9596658,99.5889305,6,"13.95958290239341, 99.58891796986114"
วิงเบด เชียงใหม่ บูติค โฮเทล,Wing Bed Chiangmai Boutique Hotel,โรงแรม,25,,2190,1490,สามล้าน,ภาคเหนือ,พระสิงห์,เมืองเชียงใหม่,เชียงใหม่,"18.7824904, 98.9817908",18.7824895,98.9818046,,"18.7824904, 98.9817908"
พรอทโทฟิโน่ รีสอร์ท แอนด์ สปา เชียงใหม่,portofino resort and spa chiang mai,เกสท์เฮ้าส์,78,,1800,1600,,ภาคเหนือ,หนองป่าครั่ง,เมืองเชียงใหม่,เชียงใหม่,"18.802151, 99.0245388",18.8022204,99.0252018,,"18.802151, 99.0245388"
อัลบีเซีย บูติค รีสอร์ท,Albesia boutique resort,รีสอร์ท,15,,2500,650,,ภาคเหนือ,หนองควาย,หางดง,เชียงใหม่,"18.7256572, 98.9174836",18.7256604,98.917478,,"18.7256572, 98.9174836"
โนโวเทล ภูเก็ต กะรน บีช รีสอร์ท แอนด์ สปา,Novotel Phuket Karon Beach Resort and Spa,รีสอร์ท,224,,7395,2368,ปฏัก,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.8538275, 98.2927624",7.8538363,98.292742,6,"7.8538275, 98.2927624"
แอดไนท์ ชุมพร,At Night Chumphon Hotel,โรงแรม,40,,690,500,กรมหลวงชุมพร,ภาคใต้,ท่าตะเภา,เมืองชุมพร,ชุมพร,"10.5001471, 99.18006550000001",10.5003804,99.1801923,,"10.5001471, 99.18006550000001"
เดอะ พาวิลเลี่ยน อนานากระบี่ รีสอร์ท,Anana Ecological Resort Krabi,โรงแรม,59,,14200,1900,,ภาคใต้,อ่าวนาง,เมืองกระบี่,กระบี่,"8.035832070282934, 98.84169012308121",8.035837,98.8415518,,"8.035832070282934, 98.84169012308121"
